time [s],XSens_Hand_Right_QX,XSens_Hand_Right_QY,XSens_Hand_Right_QZ,XSens_Hand_Right_QW,XSens_Foot_Left_QX,XSens_Foot_Left_QY,XSens_Foot_Left_QZ,XSens_Foot_Left_QW,XSens_Foot_Right_QX,XSens_Foot_Right_QY,XSens_Foot_Right_QZ,XSens_Foot_Right_QW,XSens_LowerLeg_Right_QX,XSens_LowerLeg_Right_QY,XSens_LowerLeg_Right_QZ,XSens_LowerLeg_Right_QW,XSens_LowerLeg_Left_QX,XSens_LowerLeg_Left_QY,XSens_LowerLeg_Left_QZ,XSens_LowerLeg_Left_QW,XSens_UpperLeg_Right_QX,XSens_UpperLeg_Right_QY,XSens_UpperLeg_Right_QZ,XSens_UpperLeg_Right_QW,XSens_UpperLeg_Left_QX,XSens_UpperLeg_Left_QY,XSens_UpperLeg_Left_QZ,XSens_UpperLeg_Left_QW,XSens_Pelvis_QX,XSens_Pelvis_QY,XSens_Pelvis_QZ,XSens_Pelvis_QW,XSens_Sternum_QX,XSens_Sternum_QY,XSens_Sternum_QZ,XSens_Sternum_QW
0.0,-0.1996706406068238,-0.024171611508905927,0.09984623906086978,0.9744629787847884,0.19132516773853356,0.10982787986335338,0.054018420554013666,0.9738657644847121,-0.19967064060682382,-0.02417161150890594,0.09984623906086978,0.9744629787847884,-0.12693903922793362,0.038738397337086075,-0.062154851309655576,0.989203008158749,0.13244394248502434,0.07063456402404286,-0.035448665323367844,0.9880347932086951,-0.10254492093390215,0.10090671105657165,-0.08783272193358901,0.9856915277165277,0.11942033701402731,0.052089447963704925,-0.05150985417602012,0.9901374689612842,0.00465270099100637,0.013460698972473775,0.19272596742927722,0.9811492564513872,-0.011200284562263733,0.023002951232237126,-0.0674699545539182,0.997393213879473
0.01,-0.19969759458054673,-0.02416487879451648,0.09984499883279499,0.9744577494995199,0.19134570500679185,0.10986044529268268,0.05400227177951901,0.9738589519936643,-0.1997302417418385,-0.024175023155242843,0.09979788213108279,0.9744556334237803,-0.1270180437775756,0.03886231116134619,-0.062098156437840515,0.9891915670349896,0.13252951210401753,0.07073405999042025,-0.03541913242944527,0.9880172600904744,-0.1025654727547215,0.1009551737072423,-0.08780961317345228,0.9856864859247437,0.11942701063302125,0.05206373633470032,-0.051518311273273706,0.9901375763466818,0.004635449951679901,0.01343992938957137,0.19270225836476002,0.9811542796741348,-0.011206992292663101,0.02297683587707592,-0.06760339862256788,0.997384704530558
0.02,-0.19970826039106224,-0.024156883511308028,0.0998486148786938,0.9744553913942922,0.19137042167075327,0.10988407441582922,0.05399272338425204,0.973851958831981,-0.19980120844590155,-0.02418214471581548,0.09977007342432674,0.9744437559086749,-0.12702530656694597,0.03886353469311757,-0.06206930571604169,0.9891923970849447,0.13253144174636583,0.07081832295516803,-0.035423032387395345,0.9880108252741611,-0.10257966161108202,0.10101770355432038,-0.08777239213409982,0.9856819181518067,0.11948012280031815,0.05201599438214514,-0.05150749597825991,0.9901342406169515,0.004611073742556232,0.013420812178387795,0.19269676570561656,0.98115573498095,-0.011232276763212028,0.023002119695749862,-0.06780618318932133,0.9973700717233867
0.03,-0.19973140785496737,-0.024148470278782974,0.09985633286077009,0.9744500648504605,0.19136629808200128,0.10990317622143714,0.053971738319397555,0.9738517768519052,-0.19981240299674927,-0.02420471690938744,0.09974429610831077,0.9744435389912843,-0.12703420254919512,0.038823261352629465,-0.06203549527725515,0.9891949570667763,0.1325403411809737,0.07093470540987339,-0.03540856440759149,0.9880018011596129,-0.1025362145055928,0.10104638747272708,-0.08774912910648618,0.9856855698622293,0.11952751692111484,0.05198433233850961,-0.05152235315157104,0.9901294102367211,0.004619118601222272,0.013419484108837062,0.19269580773070663,0.9811559034488919,-0.011236741049763826,0.023068950042627986,-0.06805659561367963,0.9973514220113127
0.04,-0.19975112401767914,-0.024149101583912758,0.09985956629506965,0.9744456764569918,0.19136701952486346,0.10994514183118062,0.053971351584389954,0.9738469196100824,-0.19985885620156757,-0.024216105122287876,0.09972963321633889,0.9744352303303909,-0.12703750024812388,0.03884142062595132,-0.06199948144114094,0.9891960785787091,0.13256033867878741,0.07096888344753975,-0.0353953857236177,0.9879971360591342,-0.10257480586495042,0.10104442081945393,-0.08771097864949591,0.9856851517839643,0.11951126516726461,0.051957115514818276,-0.05154169268545927,0.9901317940358332,0.004593497921692682,0.013434928526085682,0.19266426455668617,0.9811620068241399,-0.011245985617778564,0.023135947042076367,-0.06826257217205728,0.9973356892252506
0.05,-0.19977044424589094,-0.024149486060597927,0.09986137926795108,0.9744415204923849,0.19134793654437923,0.10995616905648795,0.05396386111537382,0.9738498394311876,-0.19995303635075176,-0.02420529809904852,0.09967815076171664,0.9744214452990944,-0.1270160514374071,0.038838784727957064,-0.061986727145774384,0.9891997357136024,0.13256492313057822,0.07099629951657078,-0.03538738817054594,0.9879948377237628,-0.10266304627508364,0.10098013689073101,-0.08769418660842732,0.9856840470039757,0.1195375432605046,0.051981535216879295,-0.051545580241073155,0.9901271377481532,0.004622355180753088,0.013482804871398142,0.19263282864191256,0.9811673869094909,-0.011236158100064106,0.023183118665665556,-0.06833154866103161,0.9973299811083939
0.06,-0.1997906875269602,-0.02412556345583451,0.09986678307670054,0.9744374089716354,0.19136131092461114,0.1099827789817605,0.05394354135702101,0.9738453323575191,-0.20004429454947437,-0.024206282965120826,0.09968079792790958,0.9744024192332812,-0.1270167137430868,0.03881512765034244,-0.0619535783471524,0.9892026558928043,0.13257958415083418,0.070968243221914,-0.03541646515658786,0.987993844270398,-0.10267002580258752,0.1008507112211087,-0.08770802251688894,0.9856953396633614,0.11960636692738347,0.052000829021422404,-0.05151931156861909,0.9901191803550785,0.00463153592806223,0.013514363496700259,0.19260674581760506,0.981172029931438,-0.011205822044178158,0.02321201050062774,-0.06827983711316253,0.9973331920499955
0.07,-0.19981735531746694,-0.02411810627913525,0.0998618473681132,0.9744326312802076,0.19135249035153692,0.11001008748133773,0.0539279756261552,0.9738448431518639,-0.20006490348130954,-0.024241463281757525,0.09966299208904147,0.9743991347804211,-0.12707002490433297,0.03880958949574436,-0.0619212921120673,0.9891980479748007,0.13262861708500515,0.07094761814275029,-0.03541816364280651,0.9879886836872986,-0.1026749335808131,0.10083809251246324,-0.08768738351621282,0.9856979557068708,0.11962506505954588,0.05202781172468896,-0.05152157151560511,0.9901153863490872,0.004662479813919443,0.0135410316020752,0.1926075741697078,0.9811713530865019,-0.011158554678110971,0.023189031569266633,-0.06812351288059897,0.9973449465782549
0.08,-0.1998439473500624,-0.024111500917854953,0.09986104292089094,0.9744274238432464,0.19135694413112886,0.110036510521974,0.05392419505809476,0.9738411921213233,-0.2001123389088687,-0.024248286576433742,0.09965407098932581,0.9743901367264469,-0.12708482876764732,0.038818124635845795,-0.06188972901709539,0.9891977865619416,0.13264486874534484,0.07094751207737174,-0.03543559235787686,0.9879858845751837,-0.1027086863461715,0.10084559598273497,-0.08766514912888294,0.9856956493503163,0.11960225213624921,0.052104094330519116,-0.051501483993649136,0.9901151760196313,0.004667019437358616,0.013528507255585367,0.192600323478374,0.9811729275805732,-0.011112795814316415,0.02315146216682631,-0.06790929498609764,0.9973609392908961
0.09,-0.19985768045572463,-0.024093645275362188,0.09986496217410742,0.9744246472407021,0.19134812065662526,0.11006381838607443,0.05390862904389187,0.9738407017156672,-0.20017748954995263,-0.024251933897423958,0.09963551530563454,0.9743785611709108,-0.1271311785591137,0.038880991098463435,-0.06185812259451236,0.9891913387401116,0.13264748724464692,0.07096300717771276,-0.03543455796379328,0.9879844572876073,-0.10273452663497003,0.10082135523451134,-0.08763444671768039,0.9856981663340209,0.11954002567545863,0.05217031865482801,-0.05149925475767628,0.9901193195127386,0.004658611668354614,0.013503555978947373,0.19258264567793226,0.9811767811648087,-0.0110580406216721,0.02313783866051718,-0.0677075830777911,0.9973755778810175
