time [s],XSens_Hand_Right_QX,XSens_Hand_Right_QY,XSens_Hand_Right_QZ,XSens_Hand_Right_QW,XSens_Foot_Left_QX,XSens_Foot_Left_QY,XSens_Foot_Left_QZ,XSens_Foot_Left_QW,XSens_Foot_Right_QX,XSens_Foot_Right_QY,XSens_Foot_Right_QZ,XSens_Foot_Right_QW,XSens_LowerLeg_Right_QX,XSens_LowerLeg_Right_QY,XSens_LowerLeg_Right_QZ,XSens_LowerLeg_Right_QW,XSens_LowerLeg_Left_QX,XSens_LowerLeg_Left_QY,XSens_LowerLeg_Left_QZ,XSens_LowerLeg_Left_QW,XSens_UpperLeg_Right_QX,XSens_UpperLeg_Right_QY,XSens_UpperLeg_Right_QZ,XSens_UpperLeg_Right_QW,XSens_UpperLeg_Left_QX,XSens_UpperLeg_Left_QY,XSens_UpperLeg_Left_QZ,XSens_UpperLeg_Left_QW,XSens_Pelvis_QX,XSens_Pelvis_QY,XSens_Pelvis_QZ,XSens_Pelvis_QW,XSens_Sternum_QX,XSens_Sternum_QY,XSens_Sternum_QZ,XSens_Sternum_QW
0.0,-0.1809428274390061,-0.03390343590363722,0.038969934037040875,0.9821362402810797,0.11023707321843143,-0.004405076299855051,0.05854665625374822,0.9921696790532012,-0.18094282743900605,-0.03390343590363724,0.038969934037040944,0.9821362402810797,-0.11600858816133636,0.014074038809874248,-0.09568292088931701,0.988528556772378,0.12758993505069743,0.022621711699775147,-0.09071634315239359,0.9874105588449965,-0.1221221635625782,0.1222960850399131,-0.015763145320187615,0.9848255520650955,0.12034057792248612,0.036470152952038606,-0.013812624954917231,0.9919663727368946,-0.03914938944798826,0.03670551536680206,0.15133067281255375,0.9870253582930923,0.011049346312524994,0.005164269153358728,-0.08403871285348095,0.9963878446730008
0.01,-0.1809592816765719,-0.03393179525991193,0.038948913263813716,0.9821330631849772,0.11022923612613628,-0.004391273284422694,0.05853327553131993,0.9921714004533515,-0.18106407399099972,-0.03393616000197241,0.038938753526660284,0.9821140013399119,-0.11602907758072607,0.014017528162830127,-0.09571996382875486,0.9885233687599864,0.12754757646020376,0.022693813608438928,-0.09076551565765056,0.9874098580277771,-0.12210450623555534,0.12230377482043872,-0.015766635929427352,0.9848267306552516,0.12028186794266904,0.0366725717707305,-0.013866683023673465,0.9919652765222502,-0.03913202902576426,0.03670669392897852,0.1513572848784817,0.9870219223701899,0.01101126026103176,0.005217753106790321,-0.08397530747085304,0.9963933334457614
0.02,-0.18096313453028434,-0.03392305171035495,0.038944143987134555,0.9821328444526943,0.1101860503432962,-0.0044030515733376316,0.0585373416456515,0.9921759053109722,-0.18116859871155788,-0.03393753501347474,0.038911021916147134,0.9820957768626952,-0.11608125417408788,0.013904157800095775,-0.09576933834818471,0.9885140619422629,0.12764261348730382,0.022900871639124243,-0.09077941216262345,0.9873915189162341,-0.12208673671555874,0.12221903105882369,-0.015787772113268653,0.9848391154990178,0.12028509144519164,0.03674567797608048,-0.013898747296166379,0.9919617314945661,-0.03907663567524609,0.03673916026260177,0.15151366194423313,0.9869989163579419,0.010934251159912048,0.005267482535130951,-0.08389190701893945,0.9964009452605109
0.03,-0.18096681106582388,-0.03395055121207438,0.038996530695031284,0.9821291381273719,0.11022473071841979,-0.00436255642470873,0.05860145069155462,0.9921680033221887,-0.18122977452615374,-0.03398339023247813,0.03891637866795331,0.9820826917754325,-0.11611630936387804,0.013775403948886683,-0.09580349728751106,0.9885084374213703,0.1276199945066754,0.022991195796184236,-0.09081887059299543,0.9873887150773958,-0.122114256636401,0.12209704650230518,-0.015787904229505958,0.9848508321779462,0.12028168851311838,0.036547835104849775,-0.013915325943383164,0.9919692207228366,-0.03905457297335241,0.03674169874181388,0.15170872875644734,0.9869697308036036,0.010894979694134282,0.005406570155304999,-0.08379470661267864,0.9964088094553938
0.04,-0.18096510735273647,-0.03392130822081796,0.03893540971075282,0.9821328874648567,0.11015192007294475,-0.004397169733628969,0.058555530180163975,0.9921786478693729,-0.18129367683897615,-0.033985434847908745,0.03884290683435938,0.9820737352892912,-0.11621459452905776,0.013636018321597079,-0.09583199398523312,0.98849605763078,0.12753513894583748,0.022841799665554992,-0.09088357863371148,0.9873971924493379,-0.12214990838966622,0.12193039895222943,-0.015784217717383312,0.9848671159922016,0.12016628384750702,0.036228598944475346,-0.01394839604135915,0.991994453156203,-0.03895977386755209,0.03676142996577825,0.1519374310826596,0.9869375615119037,0.010825015849147787,0.005562254939401582,-0.08370500851594483,0.9964162543341013
0.05,-0.1809619015291783,-0.03392681036045054,0.038986462937780235,0.9821312628367509,0.1101202760344556,-0.0043434777780375355,0.058577980723371406,0.9921810717713071,-0.18133589740993383,-0.034034959512842716,0.03884889322187918,0.9820639884126331,-0.1162527651132547,0.013441340258285119,-0.09585401303739857,0.9884921007070364,0.12750418848743775,0.022589109773486212,-0.0909548251835453,0.9874004424819912,-0.12223588071254798,0.12164870267676774,-0.015775399437750477,0.984891425171357,0.12010582654902467,0.035979015513801775,-0.013974200742212266,0.9920104951991433,-0.038941166298203746,0.036736163230812365,0.15208251767294761,0.9869168899642322,0.010796094804753728,0.005708558593904706,-0.08364718310167568,0.9964205966633275
0.06,-0.18096610347630138,-0.033914670431424966,0.038941099238175146,0.9821327075870424,0.11007572606296695,-0.0043652193334826755,0.05856244951172315,0.9921868366890725,-0.181399281569499,-0.03405768213405964,0.038755239214965716,0.982055195173426,-0.11630942026748421,0.013084511550221101,-0.09588742928198772,0.9884869828279105,0.12749379291067955,0.022470158336530682,-0.0909795564130137,0.9874022205101989,-0.12234346611109395,0.12134262596890888,-0.01577838237563819,0.9849157761313915,0.12015904858277443,0.03575574560508724,-0.013988393971750286,0.9920119225765375,-0.0388595373871618,0.03674190393711878,0.15222457462345318,0.9868979925655135,0.010787574173022743,0.005822855722679277,-0.08363942765536041,0.996420678597237
0.07,-0.18094723874185642,-0.03392585932120771,0.03897292750843175,0.9821345344617701,0.11005462033309535,-0.0043416277823296184,0.05858781064035842,0.9921877842706529,-0.18143419040377357,-0.034094049618065156,0.0387498713319195,0.9820476962983661,-0.11639531060313969,0.012785979628758014,-0.09590092239857044,0.9884794704381246,0.12746693059891284,0.022490601208715374,-0.0910236178019804,0.9874011623768739,-0.12239105177776177,0.12101021460543371,-0.015737726104506987,0.9849514111787139,0.12023423918419646,0.03559772156224193,-0.01403525927903973,0.9920078333583584,-0.03882107832858262,0.03673972127582199,0.15237745023703497,0.9868759949544021,0.010819272052636032,0.005981544668880242,-0.08363847781539921,0.9964194746713597
0.08,-0.18098425745778593,-0.033941632330795085,0.03893581686457151,0.9821286404093222,0.10999304887503591,-0.0043276714361571295,0.05854820557196906,0.9921970107208635,-0.18156493854479763,-0.03412004228003415,0.03869449809662921,0.9820248121219151,-0.11640320611438135,0.012481182080023006,-0.0959203978371347,0.9884805465859933,0.12744118188634906,0.022532521410501896,-0.0910413341587447,0.987401896956296,-0.12248240461771098,0.12064339472976243,-0.01572334932229986,0.9849852832165722,0.1201247320337217,0.03530454813183458,-0.014034090118711975,0.9920315932214928,-0.0387524079077623,0.03673115570132447,0.15258491448500425,0.9868469572095764,0.010710888112216972,0.00612850944517398,-0.08362488118391627,0.9964208937466155
0.09,-0.18097005994473095,-0.033962892659528975,0.03896370763816378,0.9821294155114618,0.1100169219953415,-0.004299793810058044,0.05857243227178269,0.9921930552194111,-0.18169633935694954,-0.03411190191160843,0.03868836550126516,0.9820010329867772,-0.11648103037702923,0.012214079214154157,-0.09594926984453483,0.9884719133326737,0.12746873279975957,0.022600078501879808,-0.0910622788939125,0.9873948652756807,-0.12251782986023685,0.1202791300432867,-0.01569920622680287,0.9850258104061115,0.1199504515161594,0.03514764842007315,-0.014090339962711987,0.9920574551462954,-0.03870061825623758,0.03674294159600533,0.1528181160634487,0.9868124653612134,0.010652798240536963,0.006386849846835591,-0.08357769248200363,0.9964238532663017
